emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
@NasDem @aniesbaswedan Nasdem akan tercatat dalam sejarah Indonesia kedepannya Sebagai partai yang memberi warna perubahan bagi Bangsa Indonesia,Nasdem akan tercatat dalam sejarah Indonesia kedepannya Sebagai partai yang memberi warna perubahan bagi Bangsa Indonesia,Nasdem akan tercatat dalam sejarah Indonesia kedepannya Sebagai partai yang memberi warna perubahan bagi Bangsa Indonesia,nasdem akan tercatat dalam sejarah indonesia kedepannya sebagai partai yang memberi warna perubahan bagi bangsa indonesia,"['nasdem', 'akan', 'tercatat', 'dalam', 'sejarah', 'indonesia', 'kedepannya', 'sebagai', 'partai', 'yang', 'memberi', 'warna', 'perubahan', 'bagi', 'bangsa', 'indonesia']","['nasdem', 'akan', 'tercatat', 'dalam', 'sejarah', 'indonesia', 'kedepannya', 'sebagai', 'partai', 'yang', 'memberi', 'warna', 'perubahan', 'bagi', 'bangsa', 'indonesia']","['nasdem', 'akan', 'catat', 'dalam', 'sejarah', 'indonesia', 'depan', 'bagai', 'partai', 'yang', 'beri', 'warna', 'ubah', 'bagi', 'bangsa', 'indonesia']","['nasdem', 'catat', 'sejarah', 'indonesia', 'partai', 'warna', 'ubah', 'bangsa', 'indonesia']",nasdem catat sejarah indonesia partai warna ubah bangsa indonesia,positive
@DPP_PKB @cakimiNOW @aniesbaswedan Indonesia yang lebih makmur dan berkah bersama Gus Muhaimin Iskandar,Indonesia yang lebih makmur dan berkah bersama Gus Muhaimin Iskandar,Indonesia yang lebih makmur dan berkah bersama Gus Muhaimin Iskandar,indonesia yang lebih makmur dan berkah bersama gus muhaimin iskandar,"['indonesia', 'yang', 'lebih', 'makmur', 'dan', 'berkah', 'bersama', 'gus', 'muhaimin', 'iskandar']","['indonesia', 'yang', 'lebih', 'makmur', 'dan', 'berkah', 'bersama', 'gus', 'muhaimin', 'iskandar']","['indonesia', 'yang', 'lebih', 'makmur', 'dan', 'berkah', 'sama', 'gus', 'muhaimin', 'iskandar']","['indonesia', 'makmur', 'berkah', 'gus', 'muhaimin', 'iskandar']",indonesia makmur berkah gus muhaimin iskandar,positive
@ILCTalkshow Anies dan cak imin kalo saya,Anies dan cak imin kalo saya,Anies dan cak imin kalo saya,anies dan cak imin kalo saya,"['anies', 'dan', 'cak', 'imin', 'kalo', 'saya']","['anies', 'dan', 'cak', 'imin', 'kalo', 'saya']","['anies', 'dan', 'cak', 'imin', 'kalo', 'saya']","['anies', 'cak', 'imin']",anies cak imin,neutral
"@FstrongW @denismalhotra Tpi bisa jadi blunder klo ngomongin 'ucapan' makasih orng jdi mikir klo nasdem atau sp kena kasus,apa anies sebagai presiden berani nindak?  atau tutup mata gara ada rasa bales budi/terimakasih sama kaya jokowi aja tutup mata ke pdip yg busuk  apa anies juga bkl tutup mata?""","Tpi bisa jadi blunder klo ngomongin 'ucapan' makasih orng jdi mikir klo nasdem atau sp kena kasus,apa anies sebagai presiden berani nindak? atau tutup mata gara ada rasa bales budi/terimakasih sama kaya jokowi aja tutup mata ke pdip yg busuk apa anies juga bkl tutup mata?""","Tpi bisa jadi blunder klo ngomongin 'ucapan' makasih orng jdi mikir klo nasdem atau sp kena kasus,apa anies sebagai presiden berani nindak? atau tutup mata gara ada rasa bales budi/terimakasih sama kaya jokowi aja tutup mata ke pdip yg busuk apa anies juga bkl tutup mata?""",tpi bisa jadi blunder klo ngomongin ucapan makasih orng jdi mikir klo nasdem atau sp kena kasusapa anies sebagai presiden berani nindak atau tutup mata gara ada rasa bales buditerimakasih sama kaya jokowi aja tutup mata ke pdip yg busuk apa anies juga bkl tutup mata,"['tpi', 'bisa', 'jadi', 'blunder', 'klo', 'ngomongin', 'ucapan', 'makasih', 'orng', 'jdi', 'mikir', 'klo', 'nasdem', 'atau', 'sp', 'kena', 'kasusapa', 'anies', 'sebagai', 'presiden', 'berani', 'nindak', 'atau', 'tutup', 'mata', 'gara', 'ada', 'rasa', 'bales', 'buditerimakasih', 'sama', 'kaya', 'jokowi', 'aja', 'tutup', 'mata', 'ke', 'pdip', 'yg', 'busuk', 'apa', 'anies', 'juga', 'bkl', 'tutup', 'mata']","['tapi', 'bisa', 'jadi', 'blunder', 'kalau', 'ngomongin', 'ucapan', 'makasih', 'orang', 'jdi', 'mikir', 'kalau', 'nasdem', 'atau', 'sp', 'kena', 'kasusapa', 'anies', 'sebagai', 'presiden', 'berani', 'nindak', 'atau', 'tutup', 'mata', 'gara', 'ada', 'rasa', 'bales', 'buditerimakasih', 'sama', 'kaya', 'jokowi', 'aja', 'tutup', 'mata', 'ke', 'pdip', 'yg', 'busuk', 'apa', 'anies', 'juga', 'bkl', 'tutup', 'mata']","['tapi', 'bisa', 'jadi', 'blunder', 'kalau', 'ngomongin', 'ucap', 'makasih', 'orang', 'jdi', 'mikir', 'kalau', 'nasdem', 'atau', 'sp', 'kena', 'kasusapa', 'anies', 'bagai', 'presiden', 'berani', 'nindak', 'atau', 'tutup', 'mata', 'gara', 'ada', 'rasa', 'bales', 'buditerimakasih', 'sama', 'kaya', 'jokowi', 'aja', 'tutup', 'mata', 'ke', 'pdip', 'yg', 'busuk', 'apa', 'anies', 'juga', 'bkl', 'tutup', 'mata']","['blunder', 'ngomongin', 'makasih', 'mikir', 'nasdem', 'sp', 'kasusapa', 'anies', 'presiden', 'berani', 'nindak', 'tutup', 'gara', 'bales', 'buditerimakasih', 'kaya', 'jokowi', 'tutup', 'pdip', 'busuk', 'anies', 'bkl', 'tutup']",blunder ngomongin makasih mikir nasdem sp kasusapa anies presiden berani nindak tutup gara bales buditerimakasih kaya jokowi tutup pdip busuk anies bkl tutup,negative
Cak Imin heran lantaran ada yang menyebut pendukung AMIN kecil tapi massa Depok yang hadir dalam kegiatan senam sehat pagi ini justru banyak. https://t.co/Dn6r9kg50K,Cak Imin heran lantaran ada yang menyebut pendukung AMIN kecil tapi massa Depok yang hadir dalam kegiatan senam sehat pagi ini justru banyak. https //t.co/Dn6r9kg50K,Cak Imin heran lantaran ada yang menyebut pendukung AMIN kecil tapi massa Depok yang hadir dalam kegiatan senam sehat pagi ini justru banyak. https //t.co/Dn6r9kg50K,cak imin heran lantaran ada yang menyebut pendukung amin kecil tapi massa depok yang hadir dalam kegiatan senam sehat pagi ini justru banyak   tcodn r kg k,"['cak', 'imin', 'heran', 'lantaran', 'ada', 'yang', 'menyebut', 'pendukung', 'amin', 'kecil', 'tapi', 'massa', 'depok', 'yang', 'hadir', 'dalam', 'kegiatan', 'senam', 'sehat', 'pagi', 'ini', 'justru', 'banyak', 'tcodn', 'r', 'kg', 'k']","['cak', 'imin', 'heran', 'lantaran', 'ada', 'yang', 'menyebut', 'pendukung', 'amin', 'kecil', 'tapi', 'massa', 'depok', 'yang', 'hadir', 'dalam', 'kegiatan', 'senam', 'sehat', 'pagi', 'ini', 'justru', 'banyak', 'tcodn', 'r', 'kg', 'k']","['cak', 'imin', 'heran', 'lantar', 'ada', 'yang', 'sebut', 'dukung', 'amin', 'kecil', 'tapi', 'massa', 'depok', 'yang', 'hadir', 'dalam', 'giat', 'senam', 'sehat', 'pagi', 'ini', 'justru', 'banyak', 'tcodn', 'r', 'kg', 'k']","['cak', 'imin', 'heran', 'lantar', 'dukung', 'amin', 'massa', 'depok', 'hadir', 'giat', 'senam', 'sehat', 'tcodn', 'kg']",cak imin heran lantar dukung amin massa depok hadir giat senam sehat tcodn kg,positive
"Jangan heran nanti cara2 pendekatan AMIN selama ini kerakyatnya akan di copy paste sama 2 capres lainnya. Dari mulai pakai rompi ala anies, panggung, sarungan ala cak imin dsb. Semua masuk ke kandang2 Islam. Mrk akan jadi kadrun, intolen, radikal.. Entah apa lagi. Liat aja nanti.","Jangan heran nanti cara2 pendekatan AMIN selama ini kerakyatnya akan di copy paste sama 2 capres lainnya. Dari mulai pakai rompi ala anies, panggung, sarungan ala cak imin dsb. Semua masuk ke kandang2 Islam. Mrk akan jadi kadrun, intolen, radikal.. Entah apa lagi. Liat aja nanti.","Jangan heran nanti cara2 pendekatan AMIN selama ini kerakyatnya akan di copy paste sama 2 capres lainnya. Dari mulai pakai rompi ala anies, panggung, sarungan ala cak imin dsb. Semua masuk ke kandang2 Islam. Mrk akan jadi kadrun, intolen, radikal.. Entah apa lagi. Liat aja nanti.",jangan heran nanti cara  pendekatan amin selama ini kerakyatnya akan di copy paste sama   capres lainnya dari mulai pakai rompi ala anies panggung sarungan ala cak imin dsb semua masuk ke kandang  islam mrk akan jadi kadrun intolen radikal entah apa lagi liat aja nanti,"['jangan', 'heran', 'nanti', 'cara', 'pendekatan', 'amin', 'selama', 'ini', 'kerakyatnya', 'akan', 'di', 'copy', 'paste', 'sama', 'capres', 'lainnya', 'dari', 'mulai', 'pakai', 'rompi', 'ala', 'anies', 'panggung', 'sarungan', 'ala', 'cak', 'imin', 'dsb', 'semua', 'masuk', 'ke', 'kandang', 'islam', 'mrk', 'akan', 'jadi', 'kadrun', 'intolen', 'radikal', 'entah', 'apa', 'lagi', 'liat', 'aja', 'nanti']","['jangan', 'heran', 'nanti', 'cara', 'pendekatan', 'amin', 'selama', 'ini', 'kerakyatnya', 'akan', 'di', 'copy', 'paste', 'sama', 'capres', 'lainnya', 'dari', 'mulai', 'pakai', 'rompi', 'ala', 'anies', 'panggung', 'sarungan', 'ala', 'cak', 'imin', 'dsb', 'semua', 'masuk', 'ke', 'kandang', 'islam', 'mereka', 'akan', 'jadi', 'kadrun', 'intolen', 'radikal', 'entah', 'apa', 'lagi', 'liat', 'aja', 'nanti']","['jangan', 'heran', 'nanti', 'cara', 'dekat', 'amin', 'lama', 'ini', 'rakyat', 'akan', 'di', 'copy', 'paste', 'sama', 'capres', 'lain', 'dari', 'mulai', 'pakai', 'rompi', 'ala', 'anies', 'panggung', 'sarung', 'ala', 'cak', 'imin', 'dsb', 'semua', 'masuk', 'ke', 'kandang', 'islam', 'mereka', 'akan', 'jadi', 'kadrun', 'intolen', 'radikal', 'entah', 'apa', 'lagi', 'liat', 'aja', 'nanti']","['heran', 'amin', 'rakyat', 'copy', 'paste', 'capres', 'pakai', 'rompi', 'ala', 'anies', 'panggung', 'sarung', 'ala', 'cak', 'imin', 'dsb', 'kandang', 'islam', 'kadrun', 'intolen', 'radikal', 'liat']",heran amin rakyat copy paste capres pakai rompi ala anies panggung sarung ala cak imin dsb kandang islam kadrun intolen radikal liat,positive
"Cak Imin dan Pak Anies, kombinasi sempurna untuk kemajuan Indonesia @BambangSMantup https://t.co/fw7kiF39PU","Cak Imin dan Pak Anies, kombinasi sempurna untuk kemajuan Indonesia https //t.co/fw7kiF39PU","Cak Imin dan Pak Anies, kombinasi sempurna untuk kemajuan Indonesia https //t.co/fw7kiF39PU",cak imin dan pak anies kombinasi sempurna untuk kemajuan indonesia   tcofw kif pu,"['cak', 'imin', 'dan', 'pak', 'anies', 'kombinasi', 'sempurna', 'untuk', 'kemajuan', 'indonesia', 'tcofw', 'kif', 'pu']","['cak', 'imin', 'dan', 'pak', 'anies', 'kombinasi', 'sempurna', 'untuk', 'kemajuan', 'indonesia', 'tcofw', 'kif', 'pu']","['cak', 'imin', 'dan', 'pak', 'anies', 'kombinasi', 'sempurna', 'untuk', 'maju', 'indonesia', 'tcofw', 'kif', 'pu']","['cak', 'imin', 'anies', 'kombinasi', 'sempurna', 'maju', 'indonesia', 'tcofw', 'kif', 'pu']",cak imin anies kombinasi sempurna maju indonesia tcofw kif pu,positive
"@anothermear_ Lah bener juga awokwowkwk, warna biru berari parta Nasdem atau PerindoðŸ˜­ðŸ˜­","Lah bener juga awokwowkwk, warna biru berari parta Nasdem atau PerindoðŸ˜­ðŸ˜­","Lah bener juga awokwowkwk, warna biru berari parta Nasdem atau PerindoðŸ˜­ðŸ˜­",lah bener juga awokwowkwk warna biru berari parta nasdem atau perindo,"['lah', 'bener', 'juga', 'awokwowkwk', 'warna', 'biru', 'berari', 'parta', 'nasdem', 'atau', 'perindo']","['lah', 'benar', 'juga', 'awokwowkwk', 'warna', 'biru', 'berari', 'parta', 'nasdem', 'atau', 'perindo']","['lah', 'benar', 'juga', 'awokwowkwk', 'warna', 'biru', 'ari', 'parta', 'nasdem', 'atau', 'perindo']","['awokwowkwk', 'warna', 'biru', 'ari', 'parta', 'nasdem', 'perindo']",awokwowkwk warna biru ari parta nasdem perindo,neutral
"Gaduh Isu prsiden 3 Periode, Waketum NasDem: Joko Widodo Tegas-tegas nolaknya https://t.co/2XkrJUsrOH","Gaduh Isu prsiden 3 Periode, Waketum NasDem Joko Widodo Tegas-tegas nolaknya https //t.co/2XkrJUsrOH","Gaduh Isu prsiden 3 Periode, Waketum NasDem Joko Widodo Tegas-tegas nolaknya https //t.co/2XkrJUsrOH",gaduh isu prsiden   periode waketum nasdem joko widodo tegastegas nolaknya   tco xkrjusroh,"['gaduh', 'isu', 'prsiden', 'periode', 'waketum', 'nasdem', 'joko', 'widodo', 'tegastegas', 'nolaknya', 'tco', 'xkrjusroh']","['gaduh', 'isu', 'prsiden', 'periode', 'waketum', 'nasdem', 'joko', 'widodo', 'tegastegas', 'nolaknya', 'tco', 'xkrjusroh']","['gaduh', 'isu', 'prsiden', 'periode', 'waketum', 'nasdem', 'joko', 'widodo', 'tegastegas', 'nolaknya', 'tco', 'xkrjusroh']","['gaduh', 'isu', 'prsiden', 'periode', 'waketum', 'nasdem', 'joko', 'widodo', 'tegastegas', 'nolaknya', 'xkrjusroh']",gaduh isu prsiden periode waketum nasdem joko widodo tegastegas nolaknya xkrjusroh,neutral
"@ENJEULL @aniesbaswedan @NasDem @PKSejahtera @DPP_PKB @cakimiNOW Klo berpendapat pake data mbak, banyaknya anak putus sekolah juga harus pake data. Anies selama menjabat jd Gub DKI bahkan diakui PGRI paling maju pendidikan, membuat sistem zero net sekolah, revitalisasi SMK, sistem pendidikan sampai tuntas.","Klo berpendapat pake data mbak, banyaknya anak putus sekolah juga harus pake data. Anies selama menjabat jd Gub DKI bahkan diakui PGRI paling maju pendidikan, membuat sistem zero net sekolah, revitalisasi SMK, sistem pendidikan sampai tuntas.","Klo berpendapat pake data mbak, banyaknya anak putus sekolah juga harus pake data. Anies selama menjabat jd Gub DKI bahkan diakui PGRI paling maju pendidikan, membuat sistem zero net sekolah, revitalisasi SMK, sistem pendidikan sampai tuntas.",klo berpendapat pake data mbak banyaknya anak putus sekolah juga harus pake data anies selama menjabat jd gub dki bahkan diakui pgri paling maju pendidikan membuat sistem zero net sekolah revitalisasi smk sistem pendidikan sampai tuntas,"['klo', 'berpendapat', 'pake', 'data', 'mbak', 'banyaknya', 'anak', 'putus', 'sekolah', 'juga', 'harus', 'pake', 'data', 'anies', 'selama', 'menjabat', 'jd', 'gub', 'dki', 'bahkan', 'diakui', 'pgri', 'paling', 'maju', 'pendidikan', 'membuat', 'sistem', 'zero', 'net', 'sekolah', 'revitalisasi', 'smk', 'sistem', 'pendidikan', 'sampai', 'tuntas']","['kalau', 'berpendapat', 'pakai', 'data', 'mbak', 'banyaknya', 'anak', 'putus', 'sekolah', 'juga', 'harus', 'pakai', 'data', 'anies', 'selama', 'menjabat', 'jd', 'gub', 'dki', 'bahkan', 'diakui', 'pgri', 'paling', 'maju', 'pendidikan', 'membuat', 'sistem', 'zero', 'net', 'sekolah', 'revitalisasi', 'smk', 'sistem', 'pendidikan', 'sampai', 'tuntas']","['kalau', 'dapat', 'pakai', 'data', 'mbak', 'banyak', 'anak', 'putus', 'sekolah', 'juga', 'harus', 'pakai', 'data', 'anies', 'lama', 'jabat', 'jd', 'gub', 'dki', 'bahkan', 'aku', 'pgri', 'paling', 'maju', 'didik', 'buat', 'sistem', 'zero', 'net', 'sekolah', 'revitalisasi', 'smk', 'sistem', 'didik', 'sampai', 'tuntas']","['pakai', 'data', 'mbak', 'anak', 'putus', 'sekolah', 'pakai', 'data', 'anies', 'jabat', 'gub', 'dki', 'pgri', 'maju', 'didik', 'sistem', 'zero', 'net', 'sekolah', 'revitalisasi', 'smk', 'sistem', 'didik', 'tuntas']",pakai data mbak anak putus sekolah pakai data anies jabat gub dki pgri maju didik sistem zero net sekolah revitalisasi smk sistem didik tuntas,positive
"Anies dan Muhaimin Iskandar adalah harapan baru bagi Indonesia, mari kita dukung @saidi_sudarsono https://t.co/gKePEg3uu4","Anies dan Muhaimin Iskandar adalah harapan baru bagi Indonesia, mari kita dukung https //t.co/gKePEg3uu4","Anies dan Muhaimin Iskandar adalah harapan baru bagi Indonesia, mari kita dukung https //t.co/gKePEg3uu4",anies dan muhaimin iskandar adalah harapan baru bagi indonesia mari kita dukung   tcogkepeg uu ,"['anies', 'dan', 'muhaimin', 'iskandar', 'adalah', 'harapan', 'baru', 'bagi', 'indonesia', 'mari', 'kita', 'dukung', 'tcogkepeg', 'uu']","['anies', 'dan', 'muhaimin', 'iskandar', 'adalah', 'harapan', 'baru', 'bagi', 'indonesia', 'mari', 'kita', 'dukung', 'tcogkepeg', 'uu']","['anies', 'dan', 'muhaimin', 'iskandar', 'adalah', 'harap', 'baru', 'bagi', 'indonesia', 'mari', 'kita', 'dukung', 'tcogkepeg', 'uu']","['anies', 'muhaimin', 'iskandar', 'harap', 'indonesia', 'mari', 'dukung', 'tcogkepeg']",anies muhaimin iskandar harap indonesia mari dukung tcogkepeg,positive
"@aniesbaswedan @PKSejahtera @NasDem @DPP_PKB @cakimiNOW Bibarkah Walkaromah Syekh Abdul Qadir Waliyullah,Bissyafaati Nabi Muhammad,Biidznillah Warridhollah JADILAH PASANGAN AMIN"" PRESIDEN RI 2024ðŸ¤²â¤ï¸ðŸ˜­""","Bibarkah Walkaromah Syekh Abdul Qadir Waliyullah,Bissyafaati Nabi Muhammad,Biidznillah Warridhollah JADILAH PASANGAN AMIN"" PRESIDEN RI 2024ðŸ¤²â¤ï¸ðŸ˜­""","Bibarkah Walkaromah Syekh Abdul Qadir Waliyullah,Bissyafaati Nabi Muhammad,Biidznillah Warridhollah JADILAH PASANGAN AMIN"" PRESIDEN RI 2024ðŸ¤²â¤ï¸ðŸ˜­""",bibarkah walkaromah syekh abdul qadir waliyullahbissyafaati nabi muhammadbiidznillah warridhollah jadilah pasangan amin presiden ri  ,"['bibarkah', 'walkaromah', 'syekh', 'abdul', 'qadir', 'waliyullahbissyafaati', 'nabi', 'muhammadbiidznillah', 'warridhollah', 'jadilah', 'pasangan', 'amin', 'presiden', 'ri']","['bibarkah', 'walkaromah', 'syekh', 'abdul', 'qadir', 'waliyullahbissyafaati', 'nabi', 'muhammadbiidznillah', 'warridhollah', 'jadilah', 'pasangan', 'amin', 'presiden', 'ri']","['bibarkah', 'walkaromah', 'syekh', 'abdul', 'qadir', 'waliyullahbissyafaati', 'nabi', 'muhammadbiidznillah', 'warridhollah', 'jadi', 'pasang', 'amin', 'presiden', 'ri']","['bibarkah', 'walkaromah', 'syekh', 'abdul', 'qadir', 'waliyullahbissyafaati', 'nabi', 'muhammadbiidznillah', 'warridhollah', 'pasang', 'amin', 'presiden', 'ri']",bibarkah walkaromah syekh abdul qadir waliyullahbissyafaati nabi muhammadbiidznillah warridhollah pasang amin presiden ri,positive
@Dunianyasantai Nasdem dan PKB masih jadi bagian rezim goblok,Nasdem dan PKB masih jadi bagian rezim goblok,Nasdem dan PKB masih jadi bagian rezim goblok,nasdem dan pkb masih jadi bagian rezim goblok,"['nasdem', 'dan', 'pkb', 'masih', 'jadi', 'bagian', 'rezim', 'goblok']","['nasdem', 'dan', 'pkb', 'masih', 'jadi', 'bagian', 'rezim', 'goblok']","['nasdem', 'dan', 'pkb', 'masih', 'jadi', 'bagi', 'rezim', 'goblok']","['nasdem', 'pkb', 'rezim', 'goblok']",nasdem pkb rezim goblok,negative
"Ketiga pasangan itu yakni Anies Baswedan-Muhaimin Iskandar, Ganjar Pranowo-Mahfud MD, dan Prabowo Subianto-Gibran Rakabuming Raka.   #MenataMasaDepan #BersamaPrabowoGibran Prabowo Gibran","Ketiga pasangan itu yakni Anies Baswedan-Muhaimin Iskandar, Ganjar Pranowo-Mahfud MD, dan Prabowo Subianto-Gibran Rakabuming Raka. Prabowo Gibran","Ketiga pasangan itu yakni Anies Baswedan-Muhaimin Iskandar, Ganjar Pranowo-Mahfud MD, dan Prabowo Subianto-Gibran Rakabuming Raka. Prabowo Gibran",ketiga pasangan itu yakni anies baswedanmuhaimin iskandar ganjar pranowomahfud md dan prabowo subiantogibran rakabuming raka prabowo gibran,"['ketiga', 'pasangan', 'itu', 'yakni', 'anies', 'baswedanmuhaimin', 'iskandar', 'ganjar', 'pranowomahfud', 'md', 'dan', 'prabowo', 'subiantogibran', 'rakabuming', 'raka', 'prabowo', 'gibran']","['ketiga', 'pasangan', 'itu', 'yakni', 'anies', 'baswedanmuhaimin', 'iskandar', 'ganjar', 'pranowomahfud', 'md', 'dan', 'prabowo', 'subiantogibran', 'rakabuming', 'raka', 'prabowo', 'gibran']","['tiga', 'pasang', 'itu', 'yakni', 'anies', 'baswedanmuhaimin', 'iskandar', 'ganjar', 'pranowomahfud', 'md', 'dan', 'prabowo', 'subiantogibran', 'rakabuming', 'raka', 'prabowo', 'gibran']","['pasang', 'anies', 'baswedanmuhaimin', 'iskandar', 'ganjar', 'pranowomahfud', 'prabowo', 'subiantogibran', 'rakabuming', 'raka', 'prabowo', 'gibran']",pasang anies baswedanmuhaimin iskandar ganjar pranowomahfud prabowo subiantogibran rakabuming raka prabowo gibran,neutral
@voiceofpkb @aniesbaswedan @cakimiNOW Cak Imin menuju kmenangan,Cak Imin menuju kmenangan,Cak Imin menuju kmenangan,cak imin menuju kmenangan,"['cak', 'imin', 'menuju', 'kmenangan']","['cak', 'imin', 'menuju', 'kmenangan']","['cak', 'imin', 'tuju', 'kmenangan']","['cak', 'imin', 'kmenangan']",cak imin kmenangan,positive
@NasDem RK aja ke golkar qi qi,RK aja ke golkar qi qi,RK aja ke golkar qi qi,rk aja ke golkar qi qi,"['rk', 'aja', 'ke', 'golkar', 'qi', 'qi']","['rk', 'aja', 'ke', 'golkar', 'qi', 'qi']","['rk', 'aja', 'ke', 'golkar', 'qi', 'qi']","['rk', 'golkar', 'qi', 'qi']",rk golkar qi qi,neutral
@BangEdiii Itu baru 1/4 bang . Masih numpuk itu di tower Nasdem masalahnya,Itu baru 1/4 bang . Masih numpuk itu di tower Nasdem masalahnya,Itu baru 1/4 bang . Masih numpuk itu di tower Nasdem masalahnya,itu baru    bang  masih numpuk itu di tower nasdem masalahnya,"['itu', 'baru', 'bang', 'masih', 'numpuk', 'itu', 'di', 'tower', 'nasdem', 'masalahnya']","['itu', 'baru', 'bang', 'masih', 'numpuk', 'itu', 'di', 'tower', 'nasdem', 'masalahnya']","['itu', 'baru', 'bang', 'masih', 'numpuk', 'itu', 'di', 'tower', 'nasdem', 'masalah']","['bang', 'numpuk', 'tower', 'nasdem']",bang numpuk tower nasdem,negative
Posisi ideologi Anies tidak sejalan dengan posisi ideologi para pemilih pada umumnya. Isu radikal dan intoleran tidak akan lepas dari Anies meski telah menggandeng Cak Imin  #AniesGagal #AniesRadikal #AniesKadrun #FPI #PA212 #PolitikIdentitas #AMINKalah https://t.co/zbOJiJLDkB,Posisi ideologi Anies tidak sejalan dengan posisi ideologi para pemilih pada umumnya. Isu radikal dan intoleran tidak akan lepas dari Anies meski telah menggandeng Cak Imin https //t.co/zbOJiJLDkB,Posisi ideologi Anies tidak sejalan dengan posisi ideologi para pemilih pada umumnya. Isu radikal dan intoleran tidak akan lepas dari Anies meski telah menggandeng Cak Imin https //t.co/zbOJiJLDkB,posisi ideologi anies tidak sejalan dengan posisi ideologi para pemilih pada umumnya isu radikal dan intoleran tidak akan lepas dari anies meski telah menggandeng cak imin   tcozbojijldkb,"['posisi', 'ideologi', 'anies', 'tidak', 'sejalan', 'dengan', 'posisi', 'ideologi', 'para', 'pemilih', 'pada', 'umumnya', 'isu', 'radikal', 'dan', 'intoleran', 'tidak', 'akan', 'lepas', 'dari', 'anies', 'meski', 'telah', 'menggandeng', 'cak', 'imin', 'tcozbojijldkb']","['posisi', 'ideologi', 'anies', 'tidak', 'sejalan', 'dengan', 'posisi', 'ideologi', 'para', 'pemilih', 'pada', 'umumnya', 'isu', 'radikal', 'dan', 'intoleran', 'tidak', 'akan', 'lepas', 'dari', 'anies', 'meski', 'telah', 'menggandeng', 'cak', 'imin', 'tcozbojijldkb']","['posisi', 'ideologi', 'anies', 'tidak', 'jalan', 'dengan', 'posisi', 'ideologi', 'para', 'pilih', 'pada', 'umum', 'isu', 'radikal', 'dan', 'intoleran', 'tidak', 'akan', 'lepas', 'dari', 'anies', 'meski', 'telah', 'gandeng', 'cak', 'imin', 'tcozbojijldkb']","['ideologi', 'anies', 'ideologi', 'pilih', 'isu', 'radikal', 'intoleran', 'lepas', 'anies', 'gandeng', 'cak', 'imin', 'tcozbojijldkb']",ideologi anies ideologi pilih isu radikal intoleran lepas anies gandeng cak imin tcozbojijldkb,negative
@UmarSyadatHsb__ @SahabatCel Jelas dan pilih PKB maka pilih Anies Imin .. AMIN PERUBAHAN,Jelas dan pilih PKB maka pilih Anies Imin .. AMIN PERUBAHAN,Jelas dan pilih PKB maka pilih Anies Imin .. AMIN PERUBAHAN,jelas dan pilih pkb maka pilih anies imin  amin perubahan,"['jelas', 'dan', 'pilih', 'pkb', 'maka', 'pilih', 'anies', 'imin', 'amin', 'perubahan']","['jelas', 'dan', 'pilih', 'pkb', 'maka', 'pilih', 'anies', 'imin', 'amin', 'perubahan']","['jelas', 'dan', 'pilih', 'pkb', 'maka', 'pilih', 'anies', 'imin', 'amin', 'ubah']","['pilih', 'pkb', 'pilih', 'anies', 'imin', 'amin', 'ubah']",pilih pkb pilih anies imin amin ubah,positive
"@Oleng_YNWA @Pokoke_A @tjitrosoenarjo1 @ganjarpranowo Perintah pak @jokowi masih berlaku lihat rekam jejak, prabowo, mas gibran, pak ganjar, pak mahfud, mas anies , cak imin. Rekam jejak!!! Saya pilih @TPNGanjarMahfud https://t.co/myFGX18mpP","Perintah pak masih berlaku lihat rekam jejak, prabowo, mas gibran, pak ganjar, pak mahfud, mas anies , cak imin. Rekam jejak!!! Saya pilih https //t.co/myFGX18mpP","Perintah pak masih berlaku lihat rekam jejak, prabowo, mas gibran, pak ganjar, pak mahfud, mas anies , cak imin. Rekam jejak!!! Saya pilih https //t.co/myFGX18mpP",perintah pak masih berlaku lihat rekam jejak prabowo mas gibran pak ganjar pak mahfud mas anies  cak imin rekam jejak saya pilih   tcomyfgx mpp,"['perintah', 'pak', 'masih', 'berlaku', 'lihat', 'rekam', 'jejak', 'prabowo', 'mas', 'gibran', 'pak', 'ganjar', 'pak', 'mahfud', 'mas', 'anies', 'cak', 'imin', 'rekam', 'jejak', 'saya', 'pilih', 'tcomyfgx', 'mpp']","['perintah', 'pak', 'masih', 'berlaku', 'lihat', 'rekam', 'jejak', 'prabowo', 'mas', 'gibran', 'pak', 'ganjar', 'pak', 'mahfud', 'mas', 'anies', 'cak', 'imin', 'rekam', 'jejak', 'saya', 'pilih', 'tcomyfgx', 'mpp']","['perintah', 'pak', 'masih', 'laku', 'lihat', 'rekam', 'jejak', 'prabowo', 'mas', 'gibran', 'pak', 'ganjar', 'pak', 'mahfud', 'mas', 'anies', 'cak', 'imin', 'rekam', 'jejak', 'saya', 'pilih', 'tcomyfgx', 'mpp']","['perintah', 'rekam', 'jejak', 'prabowo', 'gibran', 'ganjar', 'mahfud', 'anies', 'cak', 'imin', 'rekam', 'jejak', 'pilih', 'tcomyfgx', 'mpp']",perintah rekam jejak prabowo gibran ganjar mahfud anies cak imin rekam jejak pilih tcomyfgx mpp,negative
